,tweet_id,text,rating_numerator,rating_denominator,name,dog_stages,rating,Date,Time,jpg_url,breed_prediction,prediction_confidence,number_of_likes,number_of_retweets,number_of_followers,numer_of_friends,source
41,666983947667116034,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,11.0,10.0,,None,1.1,2015-18-11,14:18:59,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,,,2369,899,8897954,18,Twitter for iPhone
42,666996132027977728,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10.0,10.0,Carll,None,1.0,2015-18-11,15:07:24,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler,0.0624899,226,81,8897954,18,Twitter for iPhone
43,667012601033924608,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,9.0,10.0,Klevin,None,0.9,2015-18-11,16:12:51,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,,,420,202,8897954,18,Twitter for iPhone
44,667044094246576128,12/10 gimme now https://t.co/QZAnwgnOMB,12.0,10.0,,None,1.2,2015-18-11,18:17:59,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,Golden Retriever,0.765266,175,44,8897954,18,Twitter for iPhone
45,667062181243039745,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10.0,10.0,Keet,None,1.0,2015-18-11,19:29:52,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake Bay Retriever,0.825678,205,47,8897954,18,Twitter for iPhone
46,667065535570550784,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,8.0,10.0,,None,0.8,2015-18-11,19:43:11,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,,,157,41,8897954,18,Twitter for iPhone
47,667073648344346624,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10.0,10.0,Dave,None,1.0,2015-18-11,20:15:26,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,0.483682,375,109,8897954,18,Twitter for iPhone
48,667090893657276420,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7.0,10.0,Clybe,None,0.7,2015-18-11,21:23:57,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,0.959514,312,115,8897954,18,Twitter for iPhone
49,667119796878725120,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10.0,10.0,Gabe,None,1.0,2015-18-11,23:18:48,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,0.741563,310,121,8897954,18,Twitter for iPhone
50,667138269671505920,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10.0,10.0,,None,1.0,2015-19-11,00:32:12,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West Highland White Terrier,0.747713,4258,2005,8897954,18,Twitter for iPhone
51,667152164079423490,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12.0,10.0,Pipsy,None,1.2,2015-19-11,01:27:25,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,Toy Poodle,0.535411,44468,15516,8897954,18,Twitter for iPhone
52,667160273090932737,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11.0,10.0,Bradlay,None,1.1,2015-19-11,01:59:39,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,Golden Retriever,0.471351,238,56,8897954,18,Twitter for iPhone
53,667165590075940865,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10.0,10.0,Churlie,None,1.0,2015-19-11,02:20:46,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,Miniature Pinscher,0.140173,2504,1035,8897953,18,Twitter for iPhone
54,667171260800061440,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10.0,10.0,Kenneth,None,1.0,2015-19-11,02:43:18,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,Giant Schnauzer,0.8412649999999999,203,77,8897953,18,Twitter for iPhone
55,667174963120574464,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9.0,10.0,Clarence,None,0.9,2015-19-11,02:58:01,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,Toy Poodle,0.266437,230,72,8897953,18,Twitter for iPhone
56,667176164155375616,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4.0,10.0,,None,0.4,2015-19-11,03:02:47,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,Soft-coated Wheaten Terrier,0.318981,568,418,8897953,18,Twitter for iPhone
57,667177989038297088,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8.0,10.0,,None,0.8,2015-19-11,03:10:02,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,Vizsla,0.25924899999999995,178,50,8897953,18,Twitter for iPhone
58,667182792070062081,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10.0,10.0,Timison,None,1.0,2015-19-11,03:29:07,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,Golden Retriever,0.949892,13310,5660,8897953,18,Twitter for iPhone
59,667188689915760640,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,10.0,10.0,,None,1.0,2015-19-11,03:52:34,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,,,692,364,8897953,18,Twitter for iPhone
60,667192066997374976,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12.0,10.0,,None,1.2,2015-19-11,04:05:59,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Rottweiler,0.28364,356,90,8897953,18,Twitter for iPhone
61,667211855547486208,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9.0,10.0,Genevieve,None,0.9,2015-19-11,05:24:37,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,Golden Retriever,0.462556,450,221,8897953,18,Twitter for iPhone
62,667873844930215936,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,10.0,10.0,,None,1.0,2015-21-11,01:15:07,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,,,584,375,8897951,18,Twitter for iPhone
63,667878741721415682,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2.0,10.0,Tedrick,None,0.2,2015-21-11,01:34:35,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,Miniature Pinscher,0.106003,372,108,8897951,18,Twitter for iPhone
64,667885044254572545,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10.0,10.0,Stu,None,1.0,2015-21-11,01:59:37,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,Malamute,0.0885297,773,431,8897951,18,Twitter for iPhone
65,667886921285246976,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11.0,10.0,Erik,None,1.1,2015-21-11,02:07:05,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,0.8004319999999999,1747,992,8897951,18,Twitter for iPhone
66,667902449697558528,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9.0,10.0,Cleopatricia,None,0.9,2015-21-11,03:08:47,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,Norwegian Elkhound,0.298881,805,351,8897951,18,Twitter for iPhone
67,667911425562669056,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,5.0,10.0,,None,0.5,2015-21-11,03:44:27,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,,,459,271,8897951,18,Twitter for iPhone
68,667915453470232577,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10.0,10.0,Otis,None,1.0,2015-21-11,04:00:28,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,Boxer,0.196655,197,51,8897951,18,Twitter for iPhone
69,667924896115245057,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9.0,10.0,Jiminy,None,0.9,2015-21-11,04:37:59,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,Labrador Retriever,0.209051,277,99,8897951,18,Twitter for iPhone
70,667937095915278337,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,3.0,10.0,,None,0.3,2015-21-11,05:26:27,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,,,1167,737,8897951,18,Twitter for iPhone
71,668113020489474048,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6.0,10.0,Alfie,None,0.6,2015-21-11,17:05:31,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,Pembroke,0.548896,626,218,8897951,18,Twitter for iPhone
72,668142349051129856,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,2.0,10.0,,None,0.2,2015-21-11,19:02:04,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,,,542,259,8897951,18,Twitter for iPhone
73,668154635664932864,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,9.0,10.0,,None,0.9,2015-21-11,19:50:53,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,,,464,288,8898590,18,Twitter for iPhone
74,668171859951755264,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7.0,10.0,,None,0.7,2015-21-11,20:59:20,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,Chihuahua,0.664834,455,175,8897951,18,Twitter for iPhone
75,668190681446379520,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12.0,10.0,Skittles,None,1.2,2015-21-11,22:14:07,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,Blenheim Spaniel,0.958402,608,186,8897951,18,Twitter for iPhone
76,668204964695683073,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8.0,10.0,Ron,None,0.8,2015-21-11,23:10:52,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,Labrador Retriever,0.65518,525,182,8897951,18,Twitter for iPhone
77,668221241640230912,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,10.0,10.0,,None,1.0,2015-22-11,00:15:33,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,Chow,0.395101,482,182,8897951,18,Twitter for iPhone
78,668226093875376128,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2,10.0,10.0,,None,1.0,2015-22-11,00:34:50,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,,,273,94,8897951,18,Twitter for iPhone
79,666701168228331520,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,8.0,10.0,,None,0.8,2015-17-11,19:35:19,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador Retriever,0.887707,396,195,8897953,18,Twitter for iPhone
80,668237644992782336,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,10.0,10.0,Torque,None,1.0,2015-22-11,01:20:44,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,Chow,0.8093199999999999,5788,2618,8897951,18,Twitter for iPhone
81,668256321989451776,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,13.0,10.0,Jareld,None,1.3,2015-22-11,02:34:57,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,Pembroke,0.0944294,1209,550,8897951,18,Twitter for iPhone
82,668268907921326080,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10.0,10.0,,None,1.0,2015-22-11,03:24:58,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,Pembroke,0.48483,517,214,8897951,18,Twitter for iPhone
